100	0	2.68677e-14	200	2.37933e-07	4.65516e-05	300	4.23637e-05	0.00348987	400	0.000540166	0.0282907	500	0.00237152	0.0730403	600	0.00639094	0.131752	700	0.0126936	0.180857	800	0.0209948	0.224968	900	0.0306129	0.265453	1000	0.0413078	0.280162	1100	0.0520649	0.296193	
100	0	2.68677e-14	200	5.34848e-06	0.000744157	300	0.000302294	0.0183143	400	0.0022197	0.0702699	500	0.00740415	0.135416	600	0.0160389	0.229039	700	0.0271695	0.250051	800	0.0397589	0.283357	900	0.0529002	0.288708	1000	0.065965	0.297039	1100	0.0786414	0.282231	
100	0	2.68677e-14	200	9.04589e-05	0.00652236	300	0.00203482	0.0641801	400	0.00925967	0.161823	500	0.0219031	0.228901	600	0.0378646	0.264357	700	0.0543602	0.286016	800	0.0707283	0.270467	900	0.0860733	0.249668	1000	0.100128	0.234045	1100	0.113437	0.234747	
100	1.91205e-06	0.000268418	200	0.00167648	0.0589483	300	0.01333	0.20135	400	0.0344195	0.240649	500	0.0579176	0.252345	600	0.0796611	0.24048	700	0.0988418	0.2214	800	0.115527	0.203705	900	0.130456	0.20133	1000	0.143843	0.192584	1100	0.155792	0.193437	
100	0.000937941	0.0379281	200	0.0267358	0.229614	300	0.0678841	0.229969	400	0.100531	0.171592	500	0.124578	0.153255	600	0.143324	0.140043	700	0.158828	0.136358	800	0.172171	0.133311	900	0.183681	0.133882	1000	0.194214	0.133643	1100	0.204068	0.127656	
100	0.137593	0.0804265	200	0.180581	0.0255857	300	0.196407	0.0319868	400	0.206144	0.0496388	500	0.213918	0.0723585	600	0.221277	0.0827536	700	0.228278	0.0944532	800	0.235192	0.102307	900	0.241976	0.104668	1000	0.248754	0.1076	1100	0.255274	0.112869	
100	0.459641	1.60299	200	0.437593	0.380313	300	0.389771	0.302861	400	0.335828	0.194685	500	0.314138	0.170376	600	0.30445	0.147258	700	0.300603	0.139831	800	0.300288	0.132373	900	0.301728	0.12539	1000	0.304341	0.123052	1100	0.307675	0.114494	
100	0.478201	2.02314	200	0.487609	0.0962369	300	0.476375	0.170432	400	0.45672	0.249693	500	0.430894	0.429587	600	0.392923	0.766059	700	0.371797	0.329292	800	0.362998	0.253275	900	0.359506	0.20768	1000	0.358638	0.17416	1100	0.359212	0.153061	
100	0.498072	3.30283	200	0.49986	0.00814408	300	0.497773	0.0556436	400	0.491484	0.132469	500	0.480648	0.221641	600	0.465569	0.436721	700	0.439691	1.13382	800	0.419678	0.512699	900	0.412772	0.391514	1000	0.40972	0.265366	1100	0.408582	0.202521	
100	0.486164	15.7931	200	0.496506	0.145088	300	0.49754	0.0307023	400	0.495569	0.0840156	500	0.491723	0.17793	600	0.485925	0.361872	700	0.477809	0.671711	800	0.465953	1.00836	900	0.459139	0.463517	1000	0.456392	0.368566	1100	0.455264	0.272964	
100	0.5	2.68064e-14	200	0.5	0.000143873	300	0.499999	0.00749157	400	0.500003	0.0443958	500	0.500018	0.141337	600	0.499977	0.329454	700	0.500025	0.628681	800	0.500014	1.37563	900	0.500026	0.583169	1000	0.499998	0.425183	1100	0.500024	0.283623	
100	0.51422	22.5174	200	0.503129	0.309557	300	0.502411	0.0326476	400	0.504405	0.0829081	500	0.508307	0.179086	600	0.514071	0.348361	700	0.521011	1.94302	800	0.534706	0.718146	900	0.540932	0.506507	1000	0.543676	0.371823	1100	0.544856	0.259132	
100	0.505717	0.725663	200	0.505051	0.0113638	300	0.507792	0.0617426	400	0.51408	0.133078	500	0.524768	0.255473	600	0.539392	0.482737	700	0.56084	0.905759	800	0.580289	0.54262	900	0.587415	0.358471	1000	0.590551	0.284544	1100	0.59142	0.225279	
100	0.5223	2.57302	200	0.511511	0.183658	300	0.515323	0.260074	400	0.535479	0.233092	500	0.562456	0.391128	600	0.605248	0.546665	700	0.627999	0.35701	800	0.636803	0.25166	900	0.640562	0.218262	1000	0.641453	0.175494	1100	0.640734	0.154615	
100	0.540279	2.12506	200	0.560532	0.258082	300	0.61089	0.263955	400	0.664177	0.192673	500	0.685825	0.16266	600	0.695376	0.149804	700	0.699155	0.141722	800	0.699786	0.134595	900	0.69833	0.130858	1000	0.695685	0.12233	1100	0.692308	0.112858	
100	0.862293	0.0840343	200	0.819585	0.026969	300	0.803614	0.0329666	400	0.793923	0.0514664	500	0.786099	0.066115	600	0.778727	0.0780209	700	0.771787	0.0913015	800	0.764859	0.0977612	900	0.757967	0.104231	1000	0.751381	0.10685	1100	0.744739	0.109536	
100	0.999052	0.0405416	200	0.973227	0.237083	300	0.932076	0.23276	400	0.899387	0.181919	500	0.875357	0.151149	600	0.856544	0.140561	700	0.841221	0.135306	800	0.827982	0.134283	900	0.81616	0.139855	1000	0.805762	0.133674	1100	0.79603	0.132932	
100	0.999996	0.00052574	200	0.998312	0.0600955	300	0.98671	0.197457	400	0.965456	0.254941	500	0.942045	0.261704	600	0.920343	0.240052	700	0.901262	0.230514	800	0.884412	0.200705	900	0.869457	0.199497	1000	0.856281	0.185702	1100	0.844062	0.180407	
100	1	1.79263e-13	200	0.999913	0.00647834	300	0.997995	0.0636306	400	0.990764	0.162991	500	0.978042	0.236886	600	0.962201	0.278489	700	0.945637	0.268093	800	0.929341	0.26285	900	0.913947	0.260417	1000	0.899878	0.26151	1100	0.886483	0.248451	
100	1	4.98427e-13	200	0.999994	0.000777778	300	0.999699	0.0171582	400	0.997799	0.0667962	500	0.992617	0.139248	600	0.984071	0.222562	700	0.972792	0.263584	800	0.96021	0.273226	900	0.947051	0.292888	1000	0.93408	0.279812	1100	0.921389	0.277246	
100	1	8.56171e-13	200	1	4.25678e-05	300	0.999954	0.00390174	400	0.999486	0.0245742	500	0.997636	0.0737486	600	0.99361	0.140815	700	0.987354	0.197689	800	0.979025	0.248261	900	0.969376	0.27796	1000	0.958701	0.311217	1100	0.948028	0.291825	
